영화명,영화코드,개봉일,F-rated,장르,등급,영화구분,제작사,배급사,상영횟수,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,감독1필모,감독1,감독1코드,감독1성별,감독2,감독2코드,감독2성별,감독3,감독3코드,감독3성별,감독4,감독4코드,감독4성별,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배우코드,배우성별,배우_대표역할,배우필모
마녀,20185341,2018-06-27,1,"미스터리,액션",15세이상관람가,일반영화,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),90843,1117,27242029463.0,3189091,6459959863,732154,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,박훈정,10029578.0,남자,-,-,-,-,-,-,-,-,-,박훈정,박훈정,박훈정,10029578,남자,감독,낙원의 밤|마녀|브이아이피|대호|신세계|혈투|부당거래|악마를 보았다,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식",김다미,20302909,여자,배우,"안녕, 나의 소울메이트 (가제)|마녀|나를 기억해|2017 동명이인 프로젝트"
나와 봄날의 약속,20189802,2018-06-28,1,"미스터리,판타지",15세이상관람가,독립/예술영화,(주)마일스톤컴퍼니,씨네그루(주)키다리이엔티,707,86,22032500.0,2929,13894400,1855,나와 봄날의 약속|내 심장을 쏴라|디어 에밀리|장례식의 멤버|프랑스 중위의 여자|무서운 이야기 3 : 화성에서 온 소녀|무서운 이야기 3 '여우골',백승빈,20080184.0,남자,-,-,-,-,-,-,-,-,-,"유지영, 백승빈",유지영,유지영,20113111,여자,스크립터,나와 봄날의 약속|태권 소년의 우울|2017 한국영화아카데미 33기 졸업영화제 - B,"김성균,장영남,강하늘,김학선,이주영,김소희,차순배,강민수,김소희,김우현,김은수,신정민,이서연,이은영,정보람,이설",김성균,20127194,남자,배우,신의 한 수: 귀수편|싱크홀(가제)|점박이 한반도의 공룡2 : 새로운 낙원|명당|나와 봄날의 약속|골든슬럼버|채비|괴물들|보안관|탐정 홍길동: 사라진 마을|미안해 사랑해 고마워|퇴마: 무녀굴|살인의뢰|허삼관|우리는 형제입니다|군도: 민란의 시대|용의자|롤러코스터|화이: 괴물을 삼킨 아이|은밀하게 위대하게|남쪽으로 튀어|박수건달|이웃사람|577 프로젝트|범죄와의 전쟁: 나쁜놈들 전성시대
안나 카레니나,20185484,2018-06-29,3,뮤지컬,12세이상관람가,일반영화,(주)비프로,(주)비프로,140,9,19632800.0,1116,13497200,800,안나 카레니나,신예지,20306569.0,여자,-,-,-,-,-,-,-,-,-,신예지,신예지,신예지,20306569,여자,감독,안나 카레니나,에카테리나 구세바,에카테리나 구세바,10053440,여자,배우,안나 카레니나
변산,20174369,2018-07-04,0,드라마,15세이상관람가,일반영화,변산문화산업전문(유),메가박스중앙(주)플러스엠,27504,763,3886052473.0,474137,1063654573,126389,"자산어보|변산|박열|대배우|동주|그날의 분위기|사도|소원|봄날의 입맞춤|평양성|구르믈 버서난 달처럼|님은 먼 곳에|궁녀|즐거운 인생|라디오 스타|도마뱀|왕의 남자|달마야, 서울 가자|황산벌|달마야 놀자|공포택시|아나키스트|키드캅",이준익,10057485.0,남자,-,-,-,-,-,-,-,-,-,김세겸,김세겸,김세겸,10004665,남자,시나리오(각본),자산어보|변산|흡혈형사 나도열,"박정민,김고은,장항선,고준,신현빈,정규수,김준한,배제기,최정헌,한별,김형주,차순배,신문성,이세랑,이고은,이민섭,이성호,방준석,이승훈,김정현,이재성,이정현,김지성,이현정,이혜원,김진표,김형주,김희주,박수연,박지선,강현구,고유,정호연,차신혜,김민식,최정현,김세겸,김수정,박수연,던밀스",박정민,20110693,남자,배우,타짜: 원 아이드 잭|다만 악에서 구하소서|시동|사바하|사냥의 시간(가제)|변산|염력|그것만이 내 세상|하루|임금님의 사건수첩|아티스트: 다시 태어나다|더 킹|순정|동주|오피스|태양을 쏴라 무삭제판|태양을 쏴라|들개|피끓는 청춘|감기|전설의 주먹|댄싱퀸|파수꾼|내 사랑|붉은 손|종말의 바보|그룹 스터디|연애담|세상의 끝|무서운 이야기 3 : 화성에서 온 소녀|신촌좀비만화|무서운 이야기 3 '로드레이지'|유령
식구,20177534,2018-07-12,0,드라마,15세이상관람가,독립/예술영화,동우하 팩토리,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온",475,52,30175400.0,3816,20260600,2444,식구|당신|8th SISFF <단편경쟁 03. 쓸쓸한 당신>,임영훈,20218851.0,남자,-,-,-,-,-,-,-,-,-,"정현두, 임영훈",정현두,정현두,20123105,남자,시나리오(각본),식구|혼숨|불어라 봄바람|선물,"신정근,윤박,장소연,고나희,고경민,곽민선,권예진,김경옥,김나연,김동규,김동현,김민성,김종호,김지수,박관우,박정미,박정호,박지훈,서민정,오세진,이영수,이자은,이정철,이정훈,이진희,이호성,임동규,임영훈,조태호,최지민,최창규,염동헌",신정근,10040580,남자,배우,"식구|대장 김창수|대결|위험한 상견례 2|해적: 바다로 간 산적|끝까지 간다|더 파이브|깡철이|은밀하게 위대하게|바람과 함께 사라지다|차형사|시체가 돌아왔다|하울링|적과의 동침|평양성|방가? 방가!|구르믈 버서난 달처럼|애자|킹콩을 들다|거북이 달린다|신기전|님은 먼 곳에|더 게임|즐거운 인생|날아라 허동구|동갑내기 과외하기 레슨 2|라디오 스타|잘 살아보세|사생결단|구세주|왕의 남자|달마야, 서울 가자|아홉살 인생|황산벌|와일드 카드|챔피언|복수는 나의 것|일팔일팔(1818)"
속닥속닥,20180282,2018-07-13,1,"공포(호러),미스터리",15세이상관람가,일반영화,(주)파이브데이,(주)그노스,8246,314,1900914300.0,217444,342387100,36960,속닥속닥|하숙집|울언니|백프로|나는 행복합니다|아주 특별한 손님|마음이...,최상훈,10072304.0,남자,-,-,-,-,-,-,-,-,-,김준현,김준현,김준현,20306289,남자,시나리오(각본),속닥속닥,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미,윤지원,이동규,이동희,김정희,서기욱,이준혁,이지원,김지영,신은정,김현우,김형태,오원준,오혜진,전형주,정소연,박지연,박지혜,김진영,김민수,김민성,김수빈,김시은,김유진",소주연,20299549,여자,배우,속닥속닥
독전: 익스텐디드 컷,20188042,2018-07-18,0,"범죄,액션",15세이상관람가,일반영화,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),5656,398,844714600.0,137775,236870200,37991,독전: 익스텐디드 컷|독전|경성학교: 사라진 소녀들|26년|페스티발|천하장사 마돈나|아라한 장풍대작전|안녕! 유에프오|품행제로|신라의 달밤|커밍 아웃,이해영,10058049.0,남자,-,-,-,-,-,-,-,-,-,이해영,이해영,이해영,10058049,남자,감독,독전: 익스텐디드 컷|독전|경성학교: 사라진 소녀들|26년|페스티발|천하장사 마돈나|아라한 장풍대작전|안녕! 유에프오|품행제로|신라의 달밤|커밍 아웃,"조진웅,류준열,김주혁,김성령,박해준,차승원",조진웅,10067353,남자,배우,블랙머니|퍼펙트맨|광대들: 풍문조작단|클로즈 투 유(가제)|완벽한 타인|공작|독전: 익스텐디드 컷|독전|대장 김창수|해빙|마차 타고 고래고래|보안관|사냥|아가씨|아가씨(확장판)|암살|장수상회|파울볼|허삼관|우리는 형제입니다|명량|군도: 민란의 시대|끝까지 간다|화이: 괴물을 삼킨 아이|파파로티|분노의 윤리학|용의자X|범죄와의 전쟁: 나쁜놈들 전성시대|퍼펙트 게임|고지전|글러브|맨발의 꿈|베스트셀러|부산|국가대표|쌍화점|달콤한 거짓말|스페어|GP 506|마이 뉴 파트너|마지막 선물|폭력써클|비열한 거리|강적|야수|우리 형|말죽거리 잔혹사|경관의 피(가제)
박화영,20171681,2018-07-19,1,드라마,청소년관람불가,독립/예술영화,명필름랩,(주)리틀빅픽쳐스,436,16,45361700.0,5463,37613000,4331,어른들은 몰라요|박화영|캐릭터|너와 나의 21세기|똥파리|황산벌|집|창|지랄|실종자(들)|제13회 미쟝센 단편영화제 비정성시3,이환,10058251.0,남자,-,-,-,-,-,-,-,-,-,이환,이환,이환,10058251,남자,감독,어른들은 몰라요|박화영|캐릭터|너와 나의 21세기|똥파리|황산벌|집|창|지랄|실종자(들)|제13회 미쟝센 단편영화제 비정성시3,"김가희,강민아,이재균,이유미,김도완,하윤경,오하늬,차순배,한별,우지현,강태영,김나연,김나영,김나영,김대인,김민주,김서윤,김예은,김지성,김지원,김태영,박시연,박정규,박정규,박정서,박정원,서정일,유정민,이나영,이민지,이은지,이재석,이현진,이혜린,장유진,최진,최지혜,한승상,허준석,양현민,황영희",김가희,20273689,여자,배우,박화영|꿈의 제인|수상한 그녀|처녀비행|점프샷|집
행복의 나라,20180803,2018-07-19,0,"드라마,가족",청소년관람불가,독립/예술영화,(주)무다필름,㈜인디스토리,269,15,6607800.0,1006,3984900,582,행복의 나라|빈방|수퍼살롱미장원,정민규,20113287.0,남자,-,-,-,-,-,-,-,-,-,정민규,정민규,정민규,20113287,남자,감독,행복의 나라|빈방|수퍼살롱미장원,"지용석,예수정,김시은,기주봉,김근영,김민중,김은경,이민아,이새별",지용석,20120069,남자,배우,"행복의 나라|이,기적인 남자|신이 보낸 사람|휴일|우리들의 행복한 시간|가업|레디액션 청춘"
인랑,20170942,2018-07-25,0,"SF,액션",15세이상관람가,일반영화,(주)루이스 픽쳐스,워너브러더스 코리아(주),25428,1085,6994748173.0,897548,1768239473,216427,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물'",김지운,10005852.0,남자,-,-,-,-,-,-,-,-,-,"김지운, 전철홍",김지운,김지운,10005852,남자,감독,"인랑|밀정|라스트 스탠드|악마를 보았다|악마를 보았다 감독판|좋은 놈, 나쁜 놈, 이상한 놈 |좋은 놈, 나쁜 놈, 이상한 놈(칸버전)|감독들, 김기영을 말하다|달콤한 인생|장화, 홍련|쓰리|쓰리 메모리즈|반칙왕|커밍 아웃|조용한 가족|더 엑스|사랑의 가위바위보|선물|사랑의 힘|제13회 미쟝센 단편영화제 김지운 단편 특별전1|제13회 미쟝센 단편영화제 김지운 단편 특별전2|제13회 미쟝센 단편영화제 김지운 감독 마스터클래스|인류멸망 보고서|인류 멸망 보고서 '천상의 피조물'","강동원,한효주,정우성,김무열,최민호,한예리,신은수,허준호,문예원,김현준,이가경,박형수,전여빈,김기태,이동하,김재영,이승진,이시형,서영민,선호삼,이진한,이찬희,이확광,임서영,안성봉,양도현,김현창,박영서,박주희,정원종,조아라,김기범,최진호,허지원,김성호,김성호,김예은,김우진,소윤호,정기섭,정원중,장원형",강동원,10000558,남자,배우,반도|인랑|쓰나미 LA|골든슬럼버|1987|마스터|가려진 시간|검사외전|검은 사제들|두근두근 내 인생|군도: 민란의 시대|초능력자|의형제|전우치|엠|그놈 목소리|우리들의 행복한 시간|형사 Duelist|늑대의 유혹|그녀를 믿지 마세요|더 엑스|카멜리아
신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,2018-07-25,1,"애니메이션,판타지,어드벤처",전체관람가,일반영화,"씨제이이앤엠(주),(주)칵테일 미디어",씨제이이앤엠(주),16175,762,5001247250.0,678091,699258600,91723,신비아파트: 금빛 도깨비와 비밀의 동굴|마당을 나온 암탉|쩨쩨한 로맨스|마법천자문: 대마왕의 부활을 막아라|아치와 씨팍|왕후 심청,김병갑,10004265.0,남자,-,-,-,-,-,-,-,-,-,김종민,김종민,김종민,20307209,남자,시나리오(각본),신비아파트: 금빛 도깨비와 비밀의 동굴,"조현정,김영은,김채하,신용우,여민정,심규혁,이상호,이소은,정유정,김율,최재호,최재호",조현정,10067448,여자,배우,극장판 도라에몽: 진구의 달 탐사기|극장판 파워레인저 갤럭시포스 VS 스페이스 스쿼드|극장판 도라에몽: 진구의 보물섬|신비아파트: 금빛 도깨비와 비밀의 동굴|터닝메카드W: 반다인의 비밀 특별판|극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계|극장판 도라에몽: 신 진구의 버스 오브 재팬|빌리와 용감한 녀석들 3|뽀로로 극장판 슈퍼썰매 대모험|춤추는 꿈틀이 밴드|제불찰씨 이야기
해적왕 작스톰,20187682,2018-07-25,0,애니메이션,전체관람가,일반영화,(주)삼지애니메이션,(주)삼지애니메이션,441,65,45905800.0,5916,23001300,2613,해적왕 작스톰,필립 귀엔,10085389.0,남자,-,-,-,-,-,-,-,-,-,필립 귀엔,필립 귀엔,필립 귀엔,10085389,남자,감독,해적왕 작스톰,"엄상현,이주창,정선혜,최석필,최낙윤,김영선,이지현,이지현",엄상현,10047326,남자,배우,"극장판 헬로카봇 : 달나라를 구해줘!|프린스 코기|극장판 헬로카봇: 옴파로스 섬의 비밀|극장판 공룡메카드: 타이니소어의 섬|런닝맨 : 풀룰루의 역습|극장판 뽀잉: 슈퍼 변신의 비밀|극장판 헬로카봇 : 백악기 시대|해적왕 작스톰|미니특공대X|뽀로로 극장판 공룡섬 대모험|킹 오브 프리즘 - 프라이드 더 히어로|바다 탐험대 옥토넛 시즌4: 더 파이널|파워배틀 와치카: 와치가면의 역습|트롤|바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동|눈의 여왕 3: 눈과 불의 마법대결|부릉! 부릉! 브루미즈: 스피더의 모험 일기|파워배틀 와치카 미니카 배틀리그: 불꽃의 질주|극장판 유희왕 더 다크 사이드 오브 디멘션즈|바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전|최강전사 미니특공대: 영웅의 탄생|바다 탐험대 옥토넛 시즌4: 빙하탐험선S|타이밍|뽀로로 극장판 컴퓨터 왕국 대모험|고녀석 맛나겠다2 : 함께라서 행복해|빌리와 용감한 녀석들 3|최강전사 미니특공대 : 새로운 악당의 습격|생각보다 맑은|헬로 카봇|바다 탐험대 옥토넛 스페셜|꼬마영웅 경찰차 프로디2|피쉬와 칩스 극장판|꼬마마녀 요요와 네네|우주로봇 씨어|쿵후팬더: 영웅의 탄생|부도리의 꿈 |부도리의 꿈(감독판)|레전드 오브 래빗|프렌즈: 몬스터섬의비밀 |마루 밑 아리에티|꼬마영웅 경찰차 프로디|가필드 펫 포스 3D|엘라의 모험 2: 백설공주 길들이기|춤추는 꿈틀이 밴드|제불찰씨 이야기|신암행어사|메밀꽃, 운수 좋은 날, 그리고 봄봄"
